node_id	pr_value
663930	0.00017055213668752857
482708	9.387914623932959e-05
1034017	5.379417773880202e-05
663559	4.7155641388380285e-05
1120567	4.594784910652545e-05
357530	4.59039121133608e-05
663605	4.2836969295661165e-05
663682	3.7366240493773815e-05
1108860	3.719978371616584e-05
664788	3.568966058573963e-05
