node_id	pr_value
663930	0.00017055024341303793
482708	9.387879836971299e-05
1034017	5.378262527776637e-05
663559	4.7155365077511894e-05
1120567	4.592484947754043e-05
357530	4.5903730635386005e-05
663605	4.283669223491091e-05
663682	3.736622995551163e-05
1108860	3.7175542491391634e-05
664788	3.568939268946672e-05
